Program,UW Course Code,UW Course,Foreign Course,Host University,Year Taken,
Chemical Engineering,CHE 331,CHE 331 - Electrochemical Engineering,47310 - Battery Materials and Chemistries: From 				Fundamental Mechanisms to Battery Cells,Technical University of Denmark ,2019,
Chemical Engineering,CHE 361,CHE 361 - Bioprocess Engineering,28345 - Industrial Bioreactor Engineering,Technical University of Denmark ,2020,
Chemical Engineering,CHE 391,CHE 391 - Chemical Engineering Lab 4,28121 - Chemical Unit Operations Lab,Technical University of Denmark ,2020,
Chemical Engineering,CHE 391,CHE 391 - Chemical Engineering Lab 4,28121 - Chemical Unit Operations Laboratory,Technical University of Denmark ,2019,
Chemical Engineering,CHE 391,CHE 391 - Chemical Engineering Lab 4,28121 - Chemical Unit Operations Laboratory,Technical University of Denmark ,2019,
Chemical Engineering,CHE 420,CHE 420 - Introduction to Process Control,28157 - Process Design,Technical University of Denmark ,2020,
Chemical Engineering,CHE 420,CHE 420 - Introduction to Process Control,28150 - Introduction to Process Control,Technical University of Denmark ,2019,
Chemical Engineering,CHE 420,CHE 420 - Introduction to Process Control,28150 - Introduction to Process Control,Technical University of Denmark ,2019,
Chemical Engineering,CHE 480,CHE 480 - Process Analysis and Design,28157 - Process Design,Technical University of Denmark ,2019,
Chemical Engineering,CHE 480,CHE 480 - Process Analysis and Design,28157 - Process Design,Technical University of Denmark ,2019,
Chemical Engineering,CHE 541,CHE 541 - Introduction to Polymer Science and Properties,28213 - Polymer Technology,Technical University of Denmark ,2019,
Chemical Engineering,CHE 562,CHE 562 - Advanced Bioprocess Engineering (technical elective),27034 - Fermentation Technologies,Technical University of Denmark ,2020,
Chemical Engineering,CHEM 237,CHEM 237 - Introductory Biochemistry,Grundlagen der Elektrochemie,Technische Universität Braunschweig ,2013,
Chemical Engineering,CHEM 237,TE (Group 1): CHEM 237 - Introduction to Biochemistry,Biochemie fur Bioingenieure und Bioverfahrenstechniker Grundlagen der Biochemie,Technische Universität Braunschweig ,2012,
Chemical Engineering,FR 101,FR 101 - Beginner French,LAF1201 - French 1,National University of Singapore ,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,26426 - Introduction to Medicinal Chemistry,Technical University of Denmark ,2020,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,28852- Risk Assessment in Chemical and Biochemical Industry,Technical University of Denmark ,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,CN4223R - Microelectronic Thin Films,National University of Singapore ,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective (for Materials and Manufacturing Processes Specialization),KETF20 - Chemical Engineering Processes,Lunds Universitet,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,KETF20 - Chemical Engineering Processes,Lunds Universitet,2018,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,MB-WUB-29 - Grundlagen der Brennstoffzellen,Technische Universität Braunschweig ,2013,
Chemical Engineering,GENE 21C,TE: GENE 21C,MB-WUB-29 - Grundlagen der Brennstoffzellen,Technische Universität Braunschweig ,2012,
Chemical Engineering,GENE 21C,GENE 21C - technical elective*,CH3142 - Molecular Thermodynamics,Delft University of Technology ,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective*,CH3152 - Molecular Transport Phenomena,Delft University of Technology ,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,CH3681A - Reactions and Kinetics,Delft University of Technology ,2019,
Chemical Engineering,GENE 21C,GENE 21C - technical elective,Introduction to Computational Molecular Biology - E2,Kyoto University,2018,
Chemical Engineering,GENE 21C,GENE 21C - technical elective (list 3),MECH465 - Engiineering of Creative Design,Pohang University of Science and Technology ,2022,
Chemical Engineering,GENE 21C,GENE 21C - technical elective (list 3),CHE8301 - Artificial Intelligence for Chemical Engineers,Pohang University of Science and Technology ,2022,
Chemical Engineering,GENE 22A,CSE (List A) - GENE 22A,International Summer course D - Introduction to German History and Geography,Technische Universität Braunschweig ,2012,
Chemical Engineering,GENE 22C,GENE 22C - complemetary studies elective (list C),02454 - Introduction to Cognitive Science,Technical University of Denmark ,2019,
Chemical Engineering,GENE 22C,GENE 22C - complimentary studies elective,055.007 - Introduction to Korean Literature,Seoul National University ,2017,
Chemical Engineering,GENE 22C,GENE 22C - complimentary studies elective,Survey Course II: Modernism and Postmodernism in Theory and Fiction,Technische Universität Braunschweig ,2013,
Chemical Engineering,GENE 22C,GENE 22C - complimentary studies elective,Survey Course II: American Literatur,Technische Universität Braunschweig ,2013,
Chemical Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),ARTS411 - Art and Society,Pohang University of Science and Technology ,2022,
Chemical Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),EXTA24 - Swedish for Exchange Students  Level 1,Lunds Universitet,2018,
Chemical Engineering,ME 559,ME 559 - Finite Element Methods (technical elective  list 3),MECH583 - Introduction to Finite Element Method,Pohang University of Science and Technology ,2022,
Chemical Engineering,NE 352,NE 352 - Surfaces and Interfaces,Introduction to Surface Chemisty - E2,Kyoto University,2018,
Chemical Engineering,SPCOM 226,SPCOM 226 - Introduction to Intercultural Communication,Intercultural Communication I-E2,Kyoto University,2018,
Civil Engineering,BIOL 130,BIOL 130 - Introductory Cell Biology,BLGY1115 - Introduction to Cell Biology: From Molecules to Cells and Tissues,University of Leeds ,2022,
Civil Engineering,CHINA 101R,CHINA 101R - First-year Chinese 1,LAC1201 - Chinese 1,National University of Singapore ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIV223 - Structural Engineering Design and Appraisal,University of Sheffield ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIV223 - Structural Engineering Design and Appraisal,University of Sheffield ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIV223/2200 - Structural Engineering Design & Appraisal,University of Sheffield ,2018,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,11023 - Structural Fire Safety Design,Technical University of Denmark ,2018,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CE3165 - Structural Concrete Design,National University of Singapore ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CE3165 - Structural Concrete Design,National University of Singapore ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CE3165 - Structural Concrete Design,National University of Singapore ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CE3165 - Structural Concrete Design,National University of Singapore ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,VBKN05 - Concrete Structures,Lunds Universitet,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVL2113 - Structural Design,University of Hong Kong ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVE2150  - Structural Design 1,University of Leeds ,2022,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVE2150 - Structural Design 1,University of Leeds ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVE2150 - Structural Design 1,University of Leeds ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVE2150 - Structural Design 1,University of Leeds ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVE2150 - Structural Design 1,University of Leeds ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVE2150 - Structural Design 1,University of Leeds ,2019,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,Steel Structures According to Eurocode 3; and  				Concrete Structures According to Eurocode 2,Southern Denmark University ,2018,
Civil Engineering,CIVE 310,CIVE 310 - Introduction to Structural Design,CIVL2113 - Structural Design,University of Hong Kong ,2019,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CIV350 - Geotechnical Design,University of Sheffield ,2018,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CE3116 - Foundation Engineering,National University of Singapore ,2022,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CE3116 - Foundation Engineering,National University of Singapore ,2019,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CE3116 - Foundation Engineering,National University of Singapore ,2019,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CE3116 - Foundation Engineering,National University of Singapore ,2019,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CE3116 - Foundation Engineering,National University of Singapore ,2019,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CIVL3108 - Foundation Engineering,University of Hong Kong ,2019,
Civil Engineering,CIVE 354,CIVE 354 - Geotechnical Engineering 2,CIVL3108 - Foundation Engineering,University of Hong Kong ,2019,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,CIV235 - Water and Wastewater,University of Sheffield ,2019,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,CIV235 - Water and Wastewater,University of Sheffield ,2019,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,CIV235 - Water and Wastewater,University of Sheffield ,2018,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,ESE2001 - Environmental Processes,National University of Singapore ,2019,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,ESE2001 - Environmental Processes,National University of Singapore ,2019,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,ESE2001 - Environmental Processes,National University of Singapore ,2019,
Civil Engineering,CIVE 375,CIVE 375 - Environmental Engineering Principles,KBTF10 - Environmental Biotechnology,Lunds Universitet,2019,
Civil Engineering,CIVE 413,CIVE 413 - Structural Steel Design,CE3166 - Structural Steel Design and System,National University of Singapore ,2019,
Civil Engineering,CIVE 413,CIVE 413 - Structural Steel Design,CE3166 - Structural Steel Design and System,National University of Singapore ,2019,
Civil Engineering,CIVE 413,CIVE 413 - Structural Steel Design,CE3166 - Structural Steel Design and System,National University of Singapore ,2019,
Civil Engineering,CIVE 413,CIVE 413 - Structural Steel Design,CE3166 - Structural Steel Design and System,National University of Singapore ,2019,
Civil Engineering,CIVE 414,CIVE 414 - Structural Concrete Design,CE3165 - Structural Concrete Design,National University of Singapore ,2022,
Civil Engineering,CIVE 415,CIVE 415 - Structural System Design,11320 - Structural Analysis of Buildings,Technical University of Denmark ,2018,
Civil Engineering,CIVE 440,CIVE 440 - Transit Planning and Operations,TRAN3031 - Public Transport Policy and Practice,University of Leeds ,2019,
Civil Engineering,CIVE 596,CIVE 596 - Construction Engineering,CIV 3205 - Project Management for Civil Engineers,Monash University,2016,
Civil Engineering,EARTH 270,EARTH 270 - Disasters and Natural Hazards,GE3231 - Natural Hazards,National University of Singapore ,2019,
Civil Engineering,EARTH 270,EARTH 270 - Disasters and Natural Hazards,SOEE1034 - Natural Hazards,University of Leeds ,2019,
Civil Engineering,EARTH 270,EARTH 270 - Disasters and Natural Hazards,SOEE1034 - Natural Hazards,University of Leeds ,2019,
Civil Engineering,EARTH 270,EARTH 270 - Disasters and Natural Hazards,SOEE1034 - Natural Hazards,University of Leeds ,2019,
Civil Engineering,EARTH 270,EARTH 270 - Disasters and Natural Hazards,SOEE1034 - Natural Hazards,University of Leeds ,2019,
Civil Engineering,EASIA 291R,EASIA 291R - Special Topics,SE1101E - The Lands Below the Winds: Southeast Asia in the World,National University of Singapore ,2022,
Civil Engineering,ENVE 383,ENVE 383 - Advanced Hydrology and Hydraulics,CIVE3415 - Water Engineering III,University of Leeds ,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,CIV337 - Urban Drainage Engineering,University of Sheffield ,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,CIV337 - Urban Drainage Engineering,University of Sheffield ,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,CIV337 - Urban Drainage Engineering,University of Sheffield ,2018,
Civil Engineering,GENE 21K,GENE 21K - technical elective (list B),CE2183 - Construction Project Management,National University of Singapore ,2022,
Civil Engineering,GENE 21K,GENE 21K - technical elective (list A),CE4221 - Design of Land Transport Infrastructures,National University of Singapore ,2022,
Civil Engineering,GENE 21K,GENE 21K - technical elective,BPS5111 - Integrated Building Design,National University of Singapore ,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,ABKF15 - Life Cycle Perspective and Environmental Impact of Buildings,Lunds Universitet,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,VBFF05 - Moisture Safety Design,Lunds Universitet,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,CIVL3122 - Wind Engineering,University of Hong Kong ,2019,
Civil Engineering,GENE 21K,GENE 21K - technical elective,AR496 - Behind/Beyond Future Cities,Ecole Polytechnique Fédérale de Lausanne ,2018,
Civil Engineering,GENE 21K,GENE 21K - technical elective,CIVIL330 - Bridge Design,Ecole Polytechnique Fédérale de Lausanne ,2018,
